wavelength	response
22240.000000000004	0.96218
22250.0	0.96245
22260.0	0.9627
22270.0	0.96288
22280.000000000004	0.9628700000000001
22290.0	0.96257
22300.0	0.96203
22310.0	0.96127
22320.000000000004	0.9603100000000001
22330.0	0.95919
22340.0	0.95815
22350.0	0.9572799999999999
22360.000000000004	0.95596
22370.0	0.95396
22380.0	0.9528
22390.0	0.95222
22400.000000000004	0.9515300000000001
22410.0	0.9507599999999999
22420.0	0.9500400000000001
22430.0	0.94928
22440.000000000004	0.94837
22450.0	0.9474800000000001
22460.0	0.94664
22470.0	0.94537
22480.000000000004	0.9435500000000001
22490.0	0.94271
22500.0	0.9426000000000001
22510.0	0.94252
22519.999999999996	0.94242
22530.0	0.94234
22540.0	0.9422400000000001
22550.0	0.94203
22559.999999999996	0.9416200000000001
22570.0	0.94112
22580.0	0.94163
22590.0	0.9438200000000001
22599.999999999996	0.9462
22610.0	0.9486600000000001
22620.0	0.9514400000000001
22630.0	0.9542100000000001
22639.999999999996	0.95652
22650.0	0.95831
22660.0	0.95958
22670.0	0.96045
22679.999999999996	0.9610299999999999
22690.0	0.9614400000000001
22700.0	0.96154
22710.0	0.96047
22719.999999999996	0.95828
22730.0	0.9548300000000001
22740.0	0.94812
22750.0	0.93506
22759.999999999996	0.9101600000000001
22770.0	0.87098
22780.0	0.82962
22790.0	0.7954600000000001
22799.999999999996	0.75244
22810.0	0.6907899999999999
22820.0	0.6393099999999999
22830.0	0.5902900000000001
22839.999999999996	0.53076
22850.0	0.47587
22860.0	0.44011000000000006
22870.0	0.40779000000000004
22879.999999999996	0.36263
22890.0	0.31631000000000004
22900.0	0.28092
22910.0	0.24235
22919.999999999996	0.19195
22930.0	0.15816000000000002
22940.0	0.1388
22950.0	0.12324
22960.0	0.10951000000000001
22970.0	0.09757
22980.0	0.08644
22990.0	0.07534
23000.0	0.06548
23010.0	0.05766
23020.0	0.04915
23030.0	0.03898
23040.0	0.03398
23050.0	0.032010000000000004
23060.0	0.02903
23070.0	0.025390000000000003
23080.0	0.022240000000000003
23090.0	0.019610000000000002
23100.0	0.01732
23110.0	0.015600000000000001
23120.0	0.01442
23130.0	0.01273
23140.0	0.009940000000000001
23150.0	0.00799
23160.0	0.0064
23170.0	0.00426
23180.0	0.00218
23190.0	0.00084
